Loan_ID,Customer_ID,Loan_Amount,Interest_Rate,Start_Date,End_Date,NPL_Status,Remaining_Debt
8986,10999,92963871,26.5,2022-05-25,2025-10-02,Yo‘q,22560392.2
8987,28132,32278430,19.3,2024-01-28,2027-03-10,Yo‘q,8703085.27
8988,13905,90666385,10.2,2024-03-25,2027-07-14,Ha,71859617.7
8989,44364,118096999,17.0,2021-01-07,2023-06-05,Yo‘q,45396989.16
8990,10320,38599902,18.3,2023-01-10,2026-05-17,Yo‘q,2439300.35
8991,2151,156778010,13.0,2021-03-30,2024-09-30,Yo‘q,45790486.93
8992,9713,462126303,25.9,2022-09-26,2026-10-22,Yo‘q,76190659.2
8993,34418,370414198,26.0,2022-03-09,2025-09-12,Yo‘q,169157680.49
8994,8928,331393203,28.9,2020-01-26,2021-10-11,Yo‘q,163400305.36
8995,39191,408396954,15.0,2020-06-26,2022-02-04,Yo‘q,126328933.23
8996,28429,305330932,27.4,2020-12-24,2023-01-29,Yo‘q,103940998.39
8997,18533,19929205,11.5,2021-01-20,2023-11-24,Ha,15815858.96
8998,1227,469039360,12.7,2024-05-29,2028-08-10,Yo‘q,110978019.67
8999,71,412825987,16.1,2024-05-24,2028-11-06,Ha,277664437.45
9000,39731,79114327,19.4,2022-04-17,2026-03-12,Yo‘q,33702639.79
9001,39378,424841713,17.5,2023-07-26,2025-02-01,Yo‘q,202120216.24
9002,18385,484326717,16.3,2023-08-20,2027-10-18,Yo‘q,41757265.98
9003,10656,94971220,10.4,2020-12-05,2022-11-05,Yo‘q,41818592.59
9004,45923,264847423,18.6,2022-04-27,2025-07-20,Yo‘q,95985982.71
9005,41173,87567249,18.6,2020-12-21,2023-01-16,Yo‘q,7476318.57
9006,953,141993800,17.5,2022-09-05,2023-12-10,Yo‘q,7809912.5
9007,29469,467192693,17.6,2022-12-02,2026-10-13,Yo‘q,18361619.0
9008,14841,149768814,12.1,2023-04-17,2026-09-03,Yo‘q,35560617.15
9009,17136,380440977,26.1,2023-02-08,2024-09-22,Yo‘q,182422677.07
9010,19216,241209717,19.0,2022-02-03,2024-03-26,Yo‘q,105899415.92
9011,28947,437673177,11.6,2024-01-24,2028-08-04,Yo‘q,178705343.13
9012,35332,220530021,17.6,2023-01-26,2027-10-18,Yo‘q,85869608.55
9013,41016,115869709,15.3,2024-04-25,2027-02-14,Yo‘q,41181347.48
9014,42259,369295574,19.3,2021-04-16,2025-05-12,Yo‘q,111225273.74
9015,12489,448002296,11.9,2020-08-20,2022-03-11,Ha,241636465.32
9016,2181,85249285,23.2,2024-04-19,2028-11-01,Yo‘q,2848109.97
9017,12417,175254319,23.5,2024-06-04,2027-02-02,Yo‘q,72188917.43
9018,25535,125745553,12.0,2024-05-28,2025-08-09,Yo‘q,58396949.11
9019,19604,490325098,23.1,2024-05-17,2026-09-21,Yo‘q,1746509.47
9020,11456,48437053,22.3,2021-02-19,2023-08-22,Ha,42945463.09
9021,27726,95336705,28.4,2021-01-11,2025-12-20,Yo‘q,13265169.15
9022,14179,76692889,24.9,2021-12-26,2026-06-19,Yo‘q,13227754.13
9023,10463,194561540,25.7,2020-03-27,2023-03-09,Yo‘q,28013957.62
9024,23870,151080504,19.0,2022-03-16,2026-02-28,Yo‘q,65751346.38
9025,22255,294138392,26.2,2021-11-30,2023-10-11,Ha,242849126.08
9026,91,437842882,19.2,2023-11-14,2025-04-04,Yo‘q,26363264.73
9027,32427,488254380,20.0,2023-09-01,2028-04-05,Yo‘q,35035657.03
9028,42576,364908456,10.4,2022-07-16,2024-11-24,Yo‘q,111052066.5
9029,2951,327744436,25.9,2024-04-29,2025-10-06,Ha,240160983.96
9030,48309,370387088,28.6,2021-11-12,2025-07-07,Yo‘q,176071073.68
9031,22179,41039155,26.2,2020-03-25,2023-07-27,Yo‘q,11387298.45
9032,45587,309908650,13.9,2022-08-11,2025-02-15,Yo‘q,145601728.32
9033,46304,282192516,18.1,2021-05-27,2025-04-14,Yo‘q,42105460.0
9034,34824,308455237,20.3,2023-05-10,2027-09-02,Ha,169801841.67
9035,14601,128697525,26.3,2023-05-31,2024-09-19,Yo‘q,46121497.37
9036,6430,82725545,29.0,2024-06-17,2029-01-06,Yo‘q,747024.09
9037,33298,9765401,22.6,2021-12-14,2025-12-12,Yo‘q,496430.58
9038,15495,233878271,28.0,2022-09-09,2024-04-20,Yo‘q,106477662.49
9039,33913,217743669,23.0,2023-05-27,2027-12-08,Yo‘q,630778.72
9040,716,195109599,19.4,2020-12-07,2024-02-28,Yo‘q,67194805.2
9041,38081,384968207,12.4,2022-06-13,2025-05-09,Yo‘q,24859359.75
9042,2377,457721880,14.6,2023-10-04,2025-05-01,Yo‘q,119394040.58
9043,46934,52618842,17.8,2020-01-04,2021-02-09,Yo‘q,10219167.9
9044,37125,151681587,21.6,2023-09-09,2024-12-24,Ha,106599947.79
9045,4684,101473544,12.7,2021-02-01,2022-08-08,Yo‘q,42237770.22
9046,28661,142791099,23.6,2022-01-04,2023-08-04,Yo‘q,50127599.46
9047,31857,352824488,20.5,2022-10-05,2024-08-03,Yo‘q,109999627.13
9048,8004,10204710,29.5,2021-08-16,2026-01-24,Yo‘q,915967.17
9049,47057,296650281,12.7,2023-11-17,2028-04-17,Yo‘q,128001240.64
9050,24179,271285681,28.1,2021-08-20,2024-09-08,Yo‘q,53064785.31
9051,9713,123899652,21.5,2020-08-30,2024-04-01,Ha,109105030.72
9052,3572,422112813,17.3,2020-07-17,2023-12-01,Yo‘q,199938440.06
9053,35997,23680148,29.4,2021-05-23,2023-07-08,Yo‘q,692425.64
9054,15962,445575864,10.5,2023-01-28,2025-06-14,Yo‘q,167110574.48
9055,36889,489685070,20.0,2023-08-02,2026-03-26,Yo‘q,227796827.45
9056,45721,301269204,18.9,2020-06-02,2021-08-03,Yo‘q,123187501.36
9057,28168,139381429,26.9,2022-02-18,2024-09-06,Yo‘q,39031070.79
9058,24230,87391081,24.4,2020-02-21,2021-10-30,Yo‘q,35962647.31
9059,40137,103286019,13.4,2020-02-17,2024-05-06,Yo‘q,44239095.38
9060,16093,165979314,11.4,2022-12-12,2027-01-13,Yo‘q,20020646.36
9061,32266,222858157,13.8,2024-03-13,2028-10-29,Yo‘q,47969119.38
9062,49200,177593486,28.2,2023-03-02,2027-09-30,Yo‘q,49016289.84
9063,22408,402046476,24.8,2022-03-10,2024-02-26,Yo‘q,132489148.1
9064,37655,58594939,22.3,2020-03-20,2024-08-09,Yo‘q,2504596.89
9065,17091,9519100,25.0,2020-12-16,2022-08-21,Yo‘q,3014212.89
9066,12379,24337715,18.7,2022-11-28,2026-05-06,Yo‘q,6401987.81
9067,2815,54626254,26.1,2020-07-19,2023-08-21,Yo‘q,21738152.0
9068,10817,202595854,17.8,2020-02-11,2024-02-04,Yo‘q,55524805.58
9069,23831,239936598,25.9,2021-04-25,2026-03-20,Yo‘q,107281055.56
9070,7372,432034626,27.4,2022-01-18,2023-12-30,Yo‘q,184303917.01
9071,20487,159813987,15.2,2023-08-17,2026-09-16,Yo‘q,50813643.98
9072,25648,295681296,13.6,2022-10-11,2027-06-01,Yo‘q,97829670.46
9073,35121,56954993,12.4,2024-04-03,2028-11-04,Yo‘q,22098435.98
9074,4255,24697323,10.2,2022-10-28,2023-11-03,Yo‘q,9038390.64
9075,20165,61357847,17.8,2022-09-15,2024-10-08,Yo‘q,14427086.69
9076,48401,196437859,11.2,2023-11-24,2026-08-06,Yo‘q,66169563.0
9077,39135,445968973,20.4,2022-05-09,2023-10-28,Yo‘q,222854319.93
9078,27411,26049939,16.8,2022-03-30,2026-06-21,Yo‘q,5259751.78
9079,13043,221727360,20.3,2022-01-07,2023-09-16,Ha,149781409.2
9080,25753,402777729,27.4,2020-04-22,2023-05-17,Yo‘q,153687391.93
9081,46739,63263828,11.5,2024-01-01,2027-11-14,Yo‘q,1807855.75
9082,9511,114045488,17.0,2020-05-05,2025-04-30,Yo‘q,33208645.24
9083,35774,318488025,26.4,2020-01-26,2023-06-10,Yo‘q,134271598.83
9084,33947,243334563,25.4,2022-03-02,2025-07-20,Yo‘q,93704628.96
9085,42112,27087813,29.2,2021-07-27,2024-03-02,Ha,23575291.05
9086,24778,170690017,16.3,2021-08-25,2026-05-30,Yo‘q,48141281.95
9087,17979,219764238,21.2,2021-08-26,2025-08-23,Yo‘q,27125380.23
9088,7882,61924944,21.0,2020-09-12,2023-06-06,Yo‘q,16410205.92
9089,38172,142499848,18.1,2021-08-04,2025-07-14,Yo‘q,53975050.86
9090,22149,436588866,16.7,2023-03-29,2025-04-20,Yo‘q,55086610.99
9091,24546,381441794,26.2,2021-10-27,2022-12-31,Yo‘q,8937679.96
9092,17737,432293662,24.4,2024-04-25,2027-09-21,Ha,252248179.98
9093,5970,70072758,27.8,2023-03-19,2025-01-08,Ha,62654080.81
9094,41672,130809185,19.9,2022-05-09,2026-04-29,Yo‘q,23435651.89
9095,19346,243351463,27.9,2023-08-05,2024-08-12,Yo‘q,110388213.07
9096,45919,71314934,20.2,2024-02-07,2028-05-19,Yo‘q,12636832.5
9097,6173,169017334,29.3,2020-12-28,2025-09-20,Yo‘q,59292643.34
9098,27633,59692764,20.5,2024-05-08,2029-04-24,Yo‘q,11092044.99
9099,29097,155318644,22.1,2023-12-06,2026-06-02,Yo‘q,72675515.69
9100,23887,114109743,11.7,2022-05-19,2023-07-26,Yo‘q,55081066.86
9101,35054,396132374,28.9,2020-06-12,2022-01-10,Yo‘q,53206179.0
9102,7387,60968153,25.9,2021-05-08,2026-02-27,Yo‘q,17605141.34
9103,26623,127909143,18.4,2022-05-26,2023-12-07,Ha,83072159.88
9104,12949,365600758,18.4,2022-10-19,2024-08-31,Yo‘q,36915849.45
9105,14849,148258816,27.5,2020-09-24,2024-07-07,Yo‘q,62509011.36
9106,2881,343722229,17.6,2022-11-01,2026-01-11,Yo‘q,137421159.82
9107,41228,134234232,28.9,2022-11-15,2024-05-23,Yo‘q,42015348.3
9108,33158,308979616,11.3,2020-10-27,2025-02-05,Yo‘q,25214993.96
9109,7849,113519731,11.4,2020-02-10,2023-10-21,Yo‘q,34925394.03
9110,24292,206663955,28.3,2021-06-22,2025-03-18,Yo‘q,97163724.0
9111,12317,242321407,13.3,2021-09-08,2024-05-17,Yo‘q,51617665.94
9112,47449,43891043,14.9,2024-03-15,2027-11-09,Ha,32716516.33
9113,31265,326681832,10.5,2023-05-21,2027-03-06,Yo‘q,6596843.57
9114,42077,285949532,12.8,2023-02-24,2025-09-04,Yo‘q,88312808.72
9115,5712,39072787,18.2,2020-03-27,2024-06-21,Yo‘q,8651829.29
9116,43396,217924982,19.5,2021-11-16,2026-04-29,Yo‘q,90551300.74
9117,26668,32275911,21.0,2020-02-18,2022-01-14,Ha,18273702.56
9118,19960,106752704,10.6,2023-01-13,2025-08-06,Yo‘q,21082559.48
9119,25405,492555702,13.0,2022-07-26,2026-07-18,Yo‘q,30031859.59
9120,41228,82809590,20.5,2022-03-05,2025-04-27,Ha,60905638.22
9121,15649,215840651,16.7,2021-10-19,2025-02-01,Yo‘q,64125506.42
9122,34723,42864322,16.2,2023-07-20,2026-09-26,Yo‘q,18750388.92
9123,49759,160017966,11.2,2022-04-09,2026-05-09,Yo‘q,68258401.61
9124,35352,471569940,12.2,2021-06-15,2024-08-26,Yo‘q,164754351.33
9125,28874,195986926,20.7,2022-09-29,2024-03-03,Yo‘q,22276702.97
9126,11067,431261514,10.6,2021-10-24,2024-12-10,Yo‘q,193868037.76
9127,12212,10258146,28.6,2020-07-23,2024-05-15,Ha,7205394.38
9128,42277,283332817,19.0,2021-06-16,2026-03-27,Yo‘q,79883749.34
9129,43071,466849811,11.4,2022-11-03,2025-12-20,Yo‘q,52333235.44
9130,24222,487305536,30.0,2024-06-16,2029-05-26,Yo‘q,125042391.58
9131,19266,40348705,21.5,2023-02-05,2027-03-08,Yo‘q,3774213.54
9132,32022,447854056,22.4,2020-12-31,2024-07-19,Yo‘q,152941503.84
9133,20300,298355560,13.9,2024-03-25,2027-09-22,Yo‘q,81562991.55
9134,32501,74505204,18.9,2022-11-12,2024-02-01,Yo‘q,29030731.18
9135,30096,100369551,14.0,2020-02-01,2023-11-15,Yo‘q,40366389.68
9136,13267,174669089,11.6,2020-08-24,2023-01-05,Yo‘q,74684119.7
9137,27258,328679955,15.2,2020-09-01,2022-07-28,Yo‘q,84640667.61
9138,47382,418388666,18.9,2020-02-16,2024-01-02,Yo‘q,137925023.16
9139,42487,231434022,11.5,2024-03-09,2029-01-12,Yo‘q,3717490.03
9140,31742,284146866,17.9,2021-01-19,2025-02-18,Ha,186474144.37
9141,47467,234948100,10.3,2023-04-30,2027-10-21,Ha,193750086.19
9142,8903,191200151,27.8,2020-12-06,2024-08-31,Yo‘q,90300102.82
9143,34301,164975269,21.3,2023-10-10,2027-02-03,Yo‘q,38691099.24
9144,43700,372716561,11.1,2020-10-08,2023-12-15,Yo‘q,71925199.2
9145,9115,455134915,15.3,2023-11-27,2026-03-02,Yo‘q,5194234.5
9146,8826,88697988,17.3,2024-05-12,2026-02-22,Yo‘q,21428751.58
9147,7785,321900439,17.2,2022-04-14,2024-02-26,Yo‘q,66964716.4
9148,22203,343823116,26.2,2024-02-26,2027-07-26,Ha,287259224.5
9149,10842,304795025,20.0,2023-09-05,2026-06-25,Yo‘q,10493864.48
9150,33298,465904251,23.5,2023-08-02,2026-04-26,Yo‘q,135573335.57
9151,12643,114589556,27.5,2020-11-27,2022-09-19,Yo‘q,56633197.98
9152,33642,469171760,23.3,2022-10-06,2027-09-16,Yo‘q,61218608.78
9153,28972,192820063,11.7,2022-03-27,2026-03-19,Yo‘q,42829039.67
9154,25421,92368107,14.6,2021-12-24,2023-09-23,Yo‘q,40858149.89
9155,12937,149271878,23.7,2020-10-11,2022-05-28,Yo‘q,25863732.71
9156,22751,307397151,17.0,2020-08-30,2023-04-05,Yo‘q,150833601.39
9157,19729,37140320,14.1,2023-06-25,2027-12-05,Yo‘q,12336594.82
9158,13802,128040805,19.5,2020-03-01,2023-02-10,Yo‘q,23379920.41
9159,2839,308119694,17.6,2022-08-17,2024-08-18,Ha,290396109.37
9160,46691,40184161,11.8,2020-06-18,2022-06-09,Ha,36503537.88
9161,19445,119010438,22.4,2024-05-10,2027-12-18,Yo‘q,54476439.72
9162,41099,63462334,12.2,2022-08-03,2024-03-24,Ha,33411440.24
9163,2427,464067548,21.6,2021-11-25,2025-10-22,Yo‘q,84558587.19
9164,18202,274591688,24.3,2020-09-29,2024-07-22,Yo‘q,30775886.29
9165,15184,103393188,19.4,2024-02-04,2027-04-28,Yo‘q,44032997.31
9166,5743,138533833,21.8,2023-11-14,2028-04-09,Ha,80885625.09
9167,48564,365982181,17.1,2022-05-27,2024-04-20,Yo‘q,93534897.53
9168,13822,144569585,29.0,2021-11-24,2023-02-21,Ha,90307003.78
9169,4392,7234421,25.4,2022-02-01,2026-01-18,Yo‘q,3605778.02
9170,3869,350655889,15.8,2020-02-22,2023-10-23,Yo‘q,70337979.18
9171,35660,118856382,17.6,2023-06-09,2028-05-05,Yo‘q,25049493.93
9172,38979,374868756,22.7,2020-01-23,2021-12-20,Yo‘q,97433714.24
9173,28560,450746987,15.7,2023-07-05,2028-01-23,Yo‘q,2992388.85
9174,48928,411311742,21.1,2024-06-09,2026-04-18,Yo‘q,40212747.72
9175,29478,381826469,16.3,2020-09-05,2022-11-12,Yo‘q,11956833.45
9176,12468,161562666,12.3,2022-07-19,2025-08-08,Yo‘q,41039414.26
9177,43311,213830367,17.9,2023-10-26,2026-06-19,Yo‘q,63671038.19
9178,35459,173071765,15.9,2023-01-14,2026-12-03,Yo‘q,50171262.92
9179,40192,359052875,25.8,2020-07-15,2025-03-10,Ha,188818102.48
9180,23549,221494942,10.9,2022-06-21,2025-03-22,Yo‘q,105205887.4
9181,12469,256440723,25.6,2023-01-16,2026-03-05,Yo‘q,95742997.53
9182,31788,303899351,29.1,2024-04-02,2029-01-01,Ha,203989258.9
9183,37124,144186246,16.5,2020-07-06,2023-03-14,Yo‘q,22704594.43
9184,16065,221577380,14.3,2023-08-26,2028-02-24,Yo‘q,96340456.77
9185,15095,394038340,17.5,2022-06-17,2027-01-17,Ha,241918861.23
9186,23023,67505616,11.8,2023-08-03,2028-05-26,Yo‘q,21321408.97
9187,17003,238096214,14.6,2021-10-31,2024-04-08,Ha,181089622.52
9188,5025,58378520,20.0,2021-02-27,2025-05-19,Yo‘q,26940936.3
9189,36090,187900374,24.2,2022-07-06,2025-10-19,Yo‘q,39870526.31
9190,40965,443866039,27.4,2022-10-01,2024-01-15,Yo‘q,62121156.07
9191,28667,58195658,13.2,2023-03-13,2025-05-07,Yo‘q,11030772.29
9192,4354,497131892,20.2,2021-06-16,2024-02-19,Yo‘q,90208615.84
9193,33384,26396301,13.7,2023-12-03,2028-03-15,Ha,13294191.1
9194,9529,123218128,18.9,2024-04-14,2029-03-15,Yo‘q,37837645.87
9195,17582,298273843,25.2,2022-08-26,2027-07-05,Yo‘q,35535847.29
9196,8295,59332396,12.5,2021-10-23,2025-12-28,Yo‘q,777184.16
9197,18282,331486538,15.7,2023-10-04,2025-03-05,Yo‘q,79983458.5
9198,2800,202031903,22.8,2022-03-16,2023-06-06,Yo‘q,8185336.23
9199,25530,319754115,16.6,2021-08-25,2024-08-16,Yo‘q,61937599.05
9200,31706,160914613,21.4,2022-05-21,2023-06-13,Yo‘q,16546048.18
9201,31641,165644901,15.3,2022-12-22,2024-08-14,Yo‘q,77921322.77
9202,28551,24111325,15.3,2023-06-10,2026-07-19,Yo‘q,6883043.32
9203,29482,91410503,27.2,2022-07-18,2027-06-01,Ha,78400113.05
9204,6648,437564279,28.9,2020-08-04,2021-10-18,Ha,262528905.64
9205,6887,382697108,19.7,2022-06-06,2027-01-03,Ha,339240762.35
9206,34965,249112022,18.6,2022-07-24,2027-05-10,Yo‘q,41767732.65
9207,43004,334297381,17.0,2023-09-27,2028-01-16,Yo‘q,62758283.4
9208,30085,57061174,18.5,2023-02-11,2025-03-08,Yo‘q,5139582.43
9209,23119,83056491,13.7,2020-10-24,2023-08-07,Yo‘q,33084133.82
9210,538,74906070,27.5,2020-12-15,2024-05-26,Yo‘q,18512025.47
9211,16433,466340240,24.4,2022-04-17,2025-12-08,Yo‘q,94979714.68
9212,8093,411211361,13.3,2023-11-12,2024-11-25,Yo‘q,148901072.8
9213,6507,323737894,26.6,2022-04-10,2024-10-25,Yo‘q,123005552.91
9214,40497,320913125,26.9,2020-05-16,2024-08-17,Yo‘q,117765430.43
9215,49806,225875474,15.1,2023-02-04,2026-08-07,Yo‘q,99224144.83
9216,35332,56772637,10.3,2023-09-22,2027-12-11,Yo‘q,21709078.35
9217,44654,170295303,27.1,2022-03-29,2027-02-07,Yo‘q,10317142.5
9218,3823,262719353,12.0,2022-09-03,2024-01-24,Yo‘q,64634367.99
9219,36349,232345645,24.6,2023-01-13,2026-11-10,Yo‘q,67062663.16
9220,17666,250025506,15.1,2022-12-06,2027-04-18,Yo‘q,90888889.19
9221,22554,489431351,11.9,2022-05-14,2025-12-11,Ha,306351037.74
9222,1900,367716631,17.9,2023-01-03,2025-03-04,Yo‘q,102785856.3
9223,20874,419691376,12.0,2023-10-25,2025-09-26,Yo‘q,59586471.65
9224,32034,263276806,16.8,2024-07-04,2028-01-13,Yo‘q,86537450.26
9225,38930,82315651,14.0,2021-05-26,2022-12-29,Yo‘q,5952268.52
9226,18635,184076014,20.0,2021-09-16,2026-04-29,Yo‘q,23356499.11
9227,14061,265908591,28.6,2020-07-30,2025-03-23,Yo‘q,35789891.51
9228,20758,223498407,12.3,2022-04-28,2026-06-28,Yo‘q,2898003.62
9229,8809,357664264,16.3,2020-11-29,2023-11-01,Yo‘q,175168515.47
9230,47477,57843654,12.4,2023-01-16,2025-11-03,Yo‘q,22735657.94
9231,45746,385718124,21.1,2023-03-07,2025-09-13,Yo‘q,169113651.66
9232,32299,54517525,25.1,2023-01-26,2024-01-30,Yo‘q,24047767.15
9233,39521,259237157,27.9,2021-11-08,2022-12-20,Yo‘q,53802656.79
9234,35589,372237972,23.8,2020-02-04,2024-10-01,Yo‘q,154541586.93
9235,24386,55857723,24.1,2022-11-11,2026-05-22,Yo‘q,14059678.46
9236,12821,22379878,20.7,2023-07-04,2025-11-23,Yo‘q,10628770.37
9237,25537,145612997,10.9,2023-04-03,2027-04-26,Yo‘q,57524409.09
9238,44886,410173090,19.5,2020-04-19,2023-02-23,Yo‘q,185959816.72
9239,31741,480401841,21.8,2022-01-12,2024-05-25,Ha,449466821.37
9240,11303,51321174,25.5,2021-12-05,2024-04-20,Yo‘q,15355697.0
9241,28321,58921324,28.3,2021-09-07,2026-05-11,Yo‘q,21634351.97
9242,15453,71465968,29.8,2022-01-28,2025-05-10,Yo‘q,30117651.23
9243,22851,484985862,24.1,2022-09-29,2025-05-10,Yo‘q,105888824.04
9244,42037,390584451,11.2,2023-12-13,2027-09-21,Ha,313532814.79
9245,45178,456963211,21.2,2022-01-11,2026-11-08,Ha,274950300.17
9246,37940,341379206,15.1,2022-11-16,2024-08-06,Yo‘q,17936803.7
9247,10015,296900245,18.6,2021-05-06,2025-02-13,Yo‘q,52327309.93
9248,29640,360662134,12.7,2022-06-13,2023-10-29,Yo‘q,107992653.96
9249,18640,463884936,23.3,2022-02-22,2026-04-30,Yo‘q,28794898.39
9250,48678,171863776,11.6,2024-04-14,2027-12-09,Yo‘q,14408143.76
9251,27853,306121131,22.7,2022-01-19,2025-12-09,Yo‘q,55112681.34
9252,19329,271345718,20.6,2020-09-14,2024-07-01,Yo‘q,20788940.08
9253,43484,363193377,29.7,2024-02-13,2025-11-24,Yo‘q,69083351.28
9254,15019,335951367,12.9,2024-02-02,2025-06-13,Ha,247390872.88
9255,21944,197213250,25.6,2022-08-05,2023-10-03,Yo‘q,59302746.84
9256,24291,163492407,25.8,2023-09-26,2028-01-10,Ha,113191833.69
9257,19855,27181445,21.7,2020-01-22,2021-02-24,Yo‘q,3578071.06
9258,38600,89941492,16.8,2023-02-17,2025-06-15,Yo‘q,38923170.01
9259,29813,101638366,20.2,2024-04-02,2027-02-16,Yo‘q,14986528.95
9260,17880,414166937,13.8,2023-06-01,2026-03-02,Yo‘q,15540283.45
9261,30708,141420360,11.8,2024-04-13,2026-12-03,Ha,126537999.28
9262,38363,412469119,15.6,2020-04-23,2024-08-24,Yo‘q,15733486.27
9263,40770,464829902,10.1,2020-07-07,2021-08-17,Yo‘q,135653922.67
9264,13488,30073400,18.0,2023-07-25,2028-02-13,Ha,24563082.3
9265,43374,310162840,27.8,2023-04-29,2026-01-26,Yo‘q,39205442.6
9266,23831,87205278,29.6,2021-12-30,2023-08-15,Yo‘q,43534449.37
9267,24189,320388590,19.7,2023-07-18,2027-09-21,Yo‘q,76559317.69
9268,5148,281828994,15.2,2024-03-02,2027-02-02,Yo‘q,69940785.28
9269,29440,206932934,23.2,2023-07-28,2025-05-08,Ha,192699420.54
9270,40046,142173616,13.9,2023-01-29,2024-06-17,Ha,118112748.6
9271,10965,300692094,26.8,2023-07-26,2028-07-23,Yo‘q,105381544.46
9272,44902,372598186,27.6,2022-07-31,2026-09-24,Ha,243154807.01
9273,15282,184921809,19.9,2024-06-27,2027-02-08,Yo‘q,34965691.59
9274,30612,466341057,21.3,2020-09-28,2025-01-26,Ha,233632245.29
9275,9012,427448928,20.1,2022-03-30,2026-10-26,Yo‘q,163259159.55
9276,34179,65668864,12.3,2023-01-01,2027-02-20,Yo‘q,12997948.19
9277,18873,304058156,18.5,2023-01-21,2027-01-27,Yo‘q,116948186.33
9278,26489,232827365,23.3,2021-11-12,2025-09-24,Yo‘q,91410071.43
9279,43371,85223841,24.4,2024-03-25,2027-01-25,Yo‘q,21393792.03
9280,4509,236616130,29.1,2020-08-28,2023-07-16,Yo‘q,12871958.15
9281,8246,46759331,22.4,2022-02-11,2026-07-23,Ha,37270333.54
9282,1431,274943437,24.6,2020-07-25,2022-06-16,Yo‘q,12973457.09
9283,14823,6734118,11.6,2022-04-26,2026-07-31,Yo‘q,2192380.24
9284,40370,227809245,14.2,2020-11-02,2025-04-24,Ha,209960618.8
9285,4142,497744750,27.8,2023-02-27,2027-11-12,Yo‘q,181260091.26
9286,1914,470424475,28.4,2020-10-09,2021-12-22,Yo‘q,100462549.8
9287,36334,368642352,22.9,2021-07-08,2023-12-06,Yo‘q,24108228.6
9288,41232,95309263,16.8,2023-06-09,2025-06-04,Yo‘q,46075513.22
9289,32322,396155431,28.5,2023-07-05,2025-05-06,Yo‘q,136416051.89
9290,25998,338655043,17.3,2021-01-04,2023-02-09,Yo‘q,13216405.21
9291,17919,375517265,22.8,2021-07-05,2023-07-24,Yo‘q,163158395.44
9292,12565,148477238,20.2,2020-04-30,2022-10-02,Yo‘q,70778921.15
9293,44180,34963629,26.8,2023-08-17,2027-11-16,Yo‘q,523156.74
9294,44853,202876378,27.0,2020-04-03,2021-08-28,Yo‘q,93067681.33
9295,14218,227911633,26.7,2022-05-07,2024-08-21,Yo‘q,49488224.58
9296,5056,265881459,25.6,2022-07-02,2025-03-26,Yo‘q,106976443.8
9297,2,36073433,25.3,2021-04-25,2026-02-25,Yo‘q,4408440.14
9298,26090,176440035,20.2,2021-11-25,2024-02-25,Yo‘q,39581156.0
9299,26073,302588974,11.8,2024-06-02,2028-11-09,Ha,242000462.15
9300,29892,484823090,12.5,2024-05-10,2026-09-15,Yo‘q,142524439.27
9301,9535,215171505,15.0,2022-03-15,2023-07-25,Yo‘q,4118601.61
9302,34973,208875382,17.3,2023-08-22,2027-11-15,Ha,152053580.49
9303,48711,136440899,29.9,2023-07-25,2027-05-13,Ha,73503648.17
9304,17877,221115950,27.8,2021-10-02,2023-02-27,Yo‘q,30595815.76
9305,42704,434470188,17.3,2023-01-08,2024-06-11,Yo‘q,27561809.74
9306,14657,39580640,17.6,2020-05-30,2024-12-06,Yo‘q,1023623.32
9307,11456,466498510,22.9,2021-03-31,2025-03-29,Yo‘q,186593006.96
9308,19326,346954055,18.3,2024-06-02,2027-02-18,Yo‘q,91327244.78
9309,19464,73520459,26.0,2020-03-24,2022-10-08,Ha,54690088.35
9310,38968,200102131,11.6,2022-07-31,2023-09-15,Yo‘q,54168393.0
9311,24594,297052651,11.1,2023-12-05,2025-05-04,Yo‘q,47576033.34
9312,38947,50461850,12.1,2023-08-03,2027-11-28,Yo‘q,7870117.25
9313,45139,335943197,15.6,2023-01-05,2027-07-18,Ha,236415065.85
9314,9930,103616260,13.3,2023-06-23,2025-05-09,Yo‘q,36940060.75
9315,45503,97259005,20.7,2021-07-14,2026-01-21,Ha,91464980.95
9316,17675,347495748,22.4,2023-02-11,2025-04-23,Yo‘q,98874400.85
9317,45262,210977376,13.4,2020-06-12,2025-04-18,Ha,179458913.95
9318,41336,108088692,29.3,2021-09-17,2022-09-25,Yo‘q,18305461.22
9319,6407,281750080,28.8,2021-09-01,2026-07-12,Ha,180467314.66
9320,2542,414858179,29.3,2021-03-22,2025-04-28,Yo‘q,204204165.0
9321,42272,92553630,16.6,2024-06-01,2028-12-06,Yo‘q,42457193.63
9322,1505,230399844,23.5,2020-12-02,2021-12-24,Yo‘q,76735882.27
9323,27757,1574832,23.5,2020-05-10,2023-07-26,Ha,1435807.45
9324,30523,222783651,12.3,2023-12-16,2025-02-24,Yo‘q,8236105.81
9325,48289,354167591,10.7,2020-10-08,2022-01-06,Yo‘q,91626626.89
9326,2800,187538120,13.8,2024-04-06,2026-07-15,Yo‘q,92826460.56
9327,6151,187348963,26.3,2023-09-28,2025-07-14,Ha,162624137.19
9328,47589,487211188,24.5,2020-09-30,2022-09-17,Yo‘q,128657056.65
9329,18825,262497328,29.2,2021-02-03,2023-07-16,Yo‘q,22323372.15
